person_id,name,email,phone,linkedin,institution,program,title,firm,start_date,end_date,skills,abilities,resume_text
36382,sr python developer,,,,bachelor s,,sr python developer python developer python developer python developer,gogo aviation shire bny mellon agfirst farm credit bank,04 2017 12 2014 09 2012 05 2010,present 04 2017 12 2014 09 2012,python 3 5 2 7 django aws java api flask numpy shell scripting pandas pyqt pyquery wireshark flash dom json php html5 css3 ajax javascript angular js bootstrap apache web server mysql github linux python 2 7 django html css xml qml javascript go lang ajax webserver wxpython matplotlib numpy pydev postgresql apache bootstrap flask oracle pl sql mysql ms sql web services soap rest pycharm windows linux linux python django ansible html xml javascript angularjs jquery ms sql server amazon s3 jenkins mongo db hadoop beautiful soup perl pandas matlab eclipse kafka git github jira html css javascript xml jquery angular js ajax mysql agile methodology django bootstrap pandas sql programming tableau hadoop python programming r programming,web application developer analytical programming analysis design development testing implementation maintenance web applications python django flask software development life cycle architecting scalable platforms object oriented programming database design agile methodologies requests numpy scipy matplotlib pandas automation configuration management ansible puppet chef saltstack openstack api integration jupyter anaconda pypi jenkins github tableau analytics dashboards hadoop big data sql databases mssql server mysql oracle db postgres mongodb rest web services aws ec2 lambda elb sqs vpc cloudwatch kubernetes docker http ldap jdbc ssl servlet jsp sql html xml data mining data warehousing etl pep8 agile waterfall jira version one cisco switches tcp ip wireless access point windows ubuntu linux unix,bachelor s sr python developer python developer python developer python developer gogo aviation shire bny mellon agfirst farm credit bank python 3 5 2 7 django aws java api flask numpy shell scripting pandas pyqt pyquery wireshark flash dom json php html5 css3 ajax javascript angular js bootstrap apache web server mysql github linux python 2 7 django html css xml qml javascript go lang ajax webserver wxpython matplotlib numpy pydev postgresql apache bootstrap flask oracle pl sql mysql ms sql web services soap rest pycharm windows linux linux python django ansible html xml javascript angularjs jquery ms sql server amazon s3 jenkins mongo db hadoop beautiful soup perl pandas matlab eclipse kafka git github jira html css javascript xml jquery angular js ajax mysql agile methodology django bootstrap pandas sql programming tableau hadoop python programming r programming web application developer analytical programming analysis design development testing implementation maintenance web applications python django flask software development life cycle architecting scalable platforms object oriented programming database design agile methodologies requests numpy scipy matplotlib pandas automation configuration management ansible puppet chef saltstack openstack api integration jupyter anaconda pypi jenkins github tableau analytics dashboards hadoop big data sql databases mssql server mysql oracle db postgres mongodb rest web services aws ec2 lambda elb sqs vpc cloudwatch kubernetes docker http ldap jdbc ssl servlet jsp sql html xml data mining data warehousing etl pep8 agile waterfall jira version one cisco switches tcp ip wireless access point windows ubuntu linux unix 04 2017 12 2014 09 2012 05 2010 present 04 2017 12 2014 09 2012
7616,job seeker,,,,illinois state university,bachelor of science in network and telecommunications management,executing service delivery imac break fix desk side support pc technician project manager provisioning it infrastructure analyst provisioning,ntt data compucom peoria heights il bloomington il,05 17 02 17 05 15 05 14,present 05 17 01 17 05 15,coordinating with client end user performing trouble shooting identifying potential issues meeting client slas customer satisfaction goals redesign and implement network system troubleshoot software problems install hardware and software ensure maintenance of workstations provide desktop application solutions manage testing procedures managed provisioned implemented internet mpls vpls private line and voip planned coordinated and tracked new and existing customer implementation assigned responsibility ranges from 50 100 accounts concurrently conducted assessment of needs and issues installed configured and deployed windows linux and unix vm servers decommissioned windows unix and linux vm servers configured and administered network and storage components assigned prints servers and desktop to the network added servers and desktop to active directory deployed software to workstation and server platforms,strong networking skills installation troubleshooting and support experience solving it issues in person remotely or over the phone technical and customer service skills team player with strong customer service sales support project management and written and verbal communication skills,illinois state university bachelor of science in network and telecommunications management executing service delivery imac break fix desk side support pc technician project manager provisioning it infrastructure analyst provisioning ntt data compucom peoria heights il bloomington il coordinating with client end user performing trouble shooting identifying potential issues meeting client slas customer satisfaction goals redesign and implement network system troubleshoot software problems install hardware and software ensure maintenance of workstations provide desktop application solutions manage testing procedures managed provisioned implemented internet mpls vpls private line and voip planned coordinated and tracked new and existing customer implementation assigned responsibility ranges from 50 100 accounts concurrently conducted assessment of needs and issues installed configured and deployed windows linux and unix vm servers decommissioned windows unix and linux vm servers configured and administered network and storage components assigned prints servers and desktop to the network added servers and desktop to active directory deployed software to workstation and server platforms strong networking skills installation troubleshooting and support experience solving it issues in person remotely or over the phone technical and customer service skills team player with strong customer service sales support project management and written and verbal communication skills 05 17 02 17 05 15 05 14 present 05 17 01 17 05 15
1671,field technician field technician,,,,haiti center for vocational training durham technical community college my computercareer code the dream,associate in information systems management certificate in english as a second language world class it professional comptia it operations specialist and comptia network infrastructure professional in information technology network administration certificate in javascript and ruby,field technician networking and database administrator assistant manager assistant manager,charter communication spectrum social security administration of ha ti ona office national d assurance vieillesse pleasure island hotel,12 2017 05 2004 08 2002,05 2018 11 2016 02 2004,customer support install new service troubleshoot educate customer identify service problems safety and quality checks tool and equipment management customer support staff management reporting service improvement cross training client onboarding daily operations customer service event management vendor and inventory management staff management,certified it professional a sever network linux mta 16 years of experience in information technology energetic and detail oriented professional ability to learn and adapt quickly authorized to work in the us,haiti center for vocational training durham technical community college my computercareer code the dream associate in information systems management certificate in english as a second language world class it professional comptia it operations specialist and comptia network infrastructure professional in information technology network administration certificate in javascript and ruby field technician networking and database administrator assistant manager assistant manager charter communication spectrum social security administration of ha ti ona office national d assurance vieillesse pleasure island hotel customer support install new service troubleshoot educate customer identify service problems safety and quality checks tool and equipment management customer support staff management reporting service improvement cross training client onboarding daily operations customer service event management vendor and inventory management staff management certified it professional a sever network linux mta 16 years of experience in information technology energetic and detail oriented professional ability to learn and adapt quickly authorized to work in the us 12 2017 05 2004 08 2002 05 2018 11 2016 02 2004
19313,software development engineer ii,,,,,,software development engineer ii database administrator database administrator,marchex windows defender database administrator microsoft microsoft,05 2013 04 2012 04 2006,05 2019 05 2013 10 2010,ruby ruby on rails java ubuntu postgresql mysql oracle sql jenkins microsoft sql server microsoft sql server reporting service microsoft windows,over a decade of experience supporting complex highly available online services three years experience in software development plus seven years experience in database administration strong self starter proficient in ruby rails and java worked as developer on teams owning several products including a search engine marketing platform for small businesses and a call based mobile advertising network helped develop an automated database querying tool used for both application health monitoring and customer facing custom reporting participated as a key driver in a successful multi team initiative to migrate business critical services from oracle to postgresql promoted from developer support engineer to software development engineer ii participated as a key driver in implementing building a centralized logging system for windows defender system worked with analyst on identifying and optimize ad hoc queries reducing operational wait time from hours to minutes created standardized system for maintaining databases ranging from a few gigabytes to 9 terabytes created maintained high availability sql server clusters backing a display advertising service serving a hundred and fifty thousand ads per second worked with development teams to architect olap and oltp system for search campaign management systems used microsoft data collection and proprietary data collection tools to tune performance developed system to maintain backups across a network of 100 database servers for disaster recovery planned tested and deployed schema and performance updates with minimal customer impact,software development engineer ii database administrator database administrator marchex windows defender database administrator microsoft microsoft ruby ruby on rails java ubuntu postgresql mysql oracle sql jenkins microsoft sql server microsoft sql server reporting service microsoft windows over a decade of experience supporting complex highly available online services three years experience in software development plus seven years experience in database administration strong self starter proficient in ruby rails and java worked as developer on teams owning several products including a search engine marketing platform for small businesses and a call based mobile advertising network helped develop an automated database querying tool used for both application health monitoring and customer facing custom reporting participated as a key driver in a successful multi team initiative to migrate business critical services from oracle to postgresql promoted from developer support engineer to software development engineer ii participated as a key driver in implementing building a centralized logging system for windows defender system worked with analyst on identifying and optimize ad hoc queries reducing operational wait time from hours to minutes created standardized system for maintaining databases ranging from a few gigabytes to 9 terabytes created maintained high availability sql server clusters backing a display advertising service serving a hundred and fifty thousand ads per second worked with development teams to architect olap and oltp system for search campaign management systems used microsoft data collection and proprietary data collection tools to tune performance developed system to maintain backups across a network of 100 database servers for disaster recovery planned tested and deployed schema and performance updates with minimal customer impact 05 2013 04 2012 04 2006 05 2019 05 2013 10 2010
36411,srushti shimpi,,,https www linkedin com in srushti shimpi77,university of alabama at birmingham university of mumbai,master of science in computer science bachelor of engineering in information technology,data analysis intern python tutor website developer intern backend software developer intern,warren averett llc university of alabama birmingham m h high school m h high school,01 2018 03 2017 08 2016 03 2016,04 2018 04 2017 11 2016 05 2016,data analysis data extraction data transformation risk based decision making microsoft excel pivot table vlookup caseware idea python python programming website development cms theme custom design database management sql backend development,data collection data cleaning data mining data visualization web scrapping statistics predictive data analysis tableau ms excel caseware idea anaconda ms office python r sql matlab sas html5 css3 ms sql server mysql server,university of alabama at birmingham university of mumbai master of science in computer science bachelor of engineering in information technology data analysis intern python tutor website developer intern backend software developer intern warren averett llc university of alabama birmingham m h high school m h high school data analysis data extraction data transformation risk based decision making microsoft excel pivot table vlookup caseware idea python python programming website development cms theme custom design database management sql backend development data collection data cleaning data mining data visualization web scrapping statistics predictive data analysis tableau ms excel caseware idea anaconda ms office python r sql matlab sas html5 css3 ms sql server mysql server 01 2018 03 2017 08 2016 03 2016 04 2018 04 2017 11 2016 05 2016
42803,freelance it analyst,,,,monroe college,bs in computer information systems,freelance it analyst senior seminar it group project project manager tech specialist intern data entry supervisor qa tester contractor,netcom plus wireless darren s gourmet restaurant netcom plus wireless savings loan assoc israeli discount bank,02 2018 01 2018 01 2018 10 2017 05 2011 06 2010,03 2019 04 2018 04 2018 01 2018 12 2012 11 2012,developed and interpreted organizational goals policies and procedures tested and applied patches upgrades on a regular basis working closely with end users monitored existing system integrations troubleshot and resolved issues liaised with vendors that support related systems reviewed vendor invoices to verify billing accuracy for delivered services ensured all processes were automated with appropriate error reporting and redundancy systems developed implemented and ensured adherence to user permission policy analyzed implemented and supported both new and existing system modules integrations and related business systems and processes converted fossil waterpark from manual marketing and ticket purchasing system and hardware to a digitalized easy to use system and application to track sales data and other activities within the park developed a database created webpages and application using android studios converted darren s gourmet restaurant from a manual to a digitalized system using microsoft access developed a database adding features for easy system manipulation to benefit employees installed commercial and residential data network hubs set up and troubleshot wireless network routers access access points installed televisions and tv mounts on walls or stands set up security cameras supervised 12 floor team leaders and other staff scheduled shifts resolved conflicts planned and conducted audits of data processing systems and applications to safeguard assets of flatbush federal savings account holders and other affiliates analyzed and reviewed the user business requirements and functional specs documents generated test cases for complex business applications plans for project test plans schedules workflows and all documentation to complete testing in uat understand and documents all business requirements for projects report status of testing projects identify report retest and track all defects coordinated with team lead and other project managers for weekly status reports responsible for writing new scripts for change controls as new changes are made attended business meetings for update to evaluate that targets are achieved on time,self motivated energetic and agile it professional strong background in professional service environments over 7 years experience in customer service roles work well with all levels of management and outside stakeholders known for approachability diplomacy and calm demeanor strong troubleshooting and logical problem solving skills seeking a stimulating and challenging it role utilize skills take on responsibility and contribute to the success of a business databases ms access sql filenet content manager languages c c c html css visual basics operating systems unix linux windows 7 10 networking cisco i ii wireless technology network security software applications ms excel word outlook powerpoint access adobe photoshop dreamweaver management it project management web design development advanced web design fundamentals of software engineering,monroe college bs in computer information systems freelance it analyst senior seminar it group project project manager tech specialist intern data entry supervisor qa tester contractor netcom plus wireless darren s gourmet restaurant netcom plus wireless savings loan assoc israeli discount bank developed and interpreted organizational goals policies and procedures tested and applied patches upgrades on a regular basis working closely with end users monitored existing system integrations troubleshot and resolved issues liaised with vendors that support related systems reviewed vendor invoices to verify billing accuracy for delivered services ensured all processes were automated with appropriate error reporting and redundancy systems developed implemented and ensured adherence to user permission policy analyzed implemented and supported both new and existing system modules integrations and related business systems and processes converted fossil waterpark from manual marketing and ticket purchasing system and hardware to a digitalized easy to use system and application to track sales data and other activities within the park developed a database created webpages and application using android studios converted darren s gourmet restaurant from a manual to a digitalized system using microsoft access developed a database adding features for easy system manipulation to benefit employees installed commercial and residential data network hubs set up and troubleshot wireless network routers access access points installed televisions and tv mounts on walls or stands set up security cameras supervised 12 floor team leaders and other staff scheduled shifts resolved conflicts planned and conducted audits of data processing systems and applications to safeguard assets of flatbush federal savings account holders and other affiliates analyzed and reviewed the user business requirements and functional specs documents generated test cases for complex business applications plans for project test plans schedules workflows and all documentation to complete testing in uat understand and documents all business requirements for projects report status of testing projects identify report retest and track all defects coordinated with team lead and other project managers for weekly status reports responsible for writing new scripts for change controls as new changes are made attended business meetings for update to evaluate that targets are achieved on time self motivated energetic and agile it professional strong background in professional service environments over 7 years experience in customer service roles work well with all levels of management and outside stakeholders known for approachability diplomacy and calm demeanor strong troubleshooting and logical problem solving skills seeking a stimulating and challenging it role utilize skills take on responsibility and contribute to the success of a business databases ms access sql filenet content manager languages c c c html css visual basics operating systems unix linux windows 7 10 networking cisco i ii wireless technology network security software applications ms excel word outlook powerpoint access adobe photoshop dreamweaver management it project management web design development advanced web design fundamentals of software engineering 02 2018 01 2018 01 2018 10 2017 05 2011 06 2010 03 2019 04 2018 04 2018 01 2018 12 2012 11 2012
42548,front end developer,,,,valparaiso university,bachelor s in information technology,front end developer ui developer ui developer web developer ui developer frond end developer,centurylink comcast verizon choices counseling services ing vysya bank augusta,04 2018 08 2017 12 2016 01 2016 02 2014 06 2012,present 03 2018 06 2017 11 2016 09 2015 12 2013,html5 css3 javascript vue js agile jira vuetify js nuxt js angular4 quasar node js mongo db git web storm html5 css3 javascript angular 2 angular 4 react js node js d3 js typescript javascript jquery ajax json agile responsive web design gulp bower npm web services html5 css3 dhtml javascript sass rest svn git gulp dom reactjs redux saga flux xml sublime bitbucket webstorm es6 jquery webpack nodejs json bootstrap npm jasmine grunt agile scrum html html5 css css3 linux unix javascript jasmine karma jquery ajax json angular js bootstrap responsive design grunt bower node js npm html xhtml css javascript jquery json ajax responsive design usability testing agile methodology eclipse html css javascript jquery ajax json,around 6 years of progressive experience in all phases of software development life cycle including requirements analysis applications design development integration maintenance and testing of various client server n tier and web applications worked with user interface applications and highly transactional and scalable applications using html 4 5 css2 3 javascript angularjs angular 2 4 reactjs redux saga vue js jquery ajax nodejs json and backbonejs used the latest html5 elements for video playback content rendering using semantic tags such as article section excellent knowledge in css with preprocessors like less and sass experience in writing angularjs code and familiar with jquery libraries handled all the client side validations slide show hide and show controls dropdown menus and tab navigation using angularjs designed front end user interfaces with reactjs by creating many components and modules used redux saga to view and action creators as pure functions and it allows to model state transitions using familiar javascript constructs experience in nodejs modules like grunt bower express mongoose and integrate with design and requirements to implement modules extensive experience in developing single page applications using javascript frameworks like angularjs and bootstrap experienced in using web design tools like bootstrap overcame challenges like data migration from nosql or mongodb implemented test driven development using testing tools like grunt gulp used webstorm for client side and server side development with nodejs used git svn for version controlling error reporting and project management tools jira worked on unit test by test driven development tdd to build the application with angular 4 5 and javascript used jasmine as testing framework and karma as test runner to perform unit testing and it is written entirely in typescript and meets the es6 specification experience in complete software sdlc which includes requirement coding design analysis testing using agile test driven methodologies,valparaiso university bachelor s in information technology front end developer ui developer ui developer web developer ui developer frond end developer centurylink comcast verizon choices counseling services ing vysya bank augusta html5 css3 javascript vue js agile jira vuetify js nuxt js angular4 quasar node js mongo db git web storm html5 css3 javascript angular 2 angular 4 react js node js d3 js typescript javascript jquery ajax json agile responsive web design gulp bower npm web services html5 css3 dhtml javascript sass rest svn git gulp dom reactjs redux saga flux xml sublime bitbucket webstorm es6 jquery webpack nodejs json bootstrap npm jasmine grunt agile scrum html html5 css css3 linux unix javascript jasmine karma jquery ajax json angular js bootstrap responsive design grunt bower node js npm html xhtml css javascript jquery json ajax responsive design usability testing agile methodology eclipse html css javascript jquery ajax json around 6 years of progressive experience in all phases of software development life cycle including requirements analysis applications design development integration maintenance and testing of various client server n tier and web applications worked with user interface applications and highly transactional and scalable applications using html 4 5 css2 3 javascript angularjs angular 2 4 reactjs redux saga vue js jquery ajax nodejs json and backbonejs used the latest html5 elements for video playback content rendering using semantic tags such as article section excellent knowledge in css with preprocessors like less and sass experience in writing angularjs code and familiar with jquery libraries handled all the client side validations slide show hide and show controls dropdown menus and tab navigation using angularjs designed front end user interfaces with reactjs by creating many components and modules used redux saga to view and action creators as pure functions and it allows to model state transitions using familiar javascript constructs experience in nodejs modules like grunt bower express mongoose and integrate with design and requirements to implement modules extensive experience in developing single page applications using javascript frameworks like angularjs and bootstrap experienced in using web design tools like bootstrap overcame challenges like data migration from nosql or mongodb implemented test driven development using testing tools like grunt gulp used webstorm for client side and server side development with nodejs used git svn for version controlling error reporting and project management tools jira worked on unit test by test driven development tdd to build the application with angular 4 5 and javascript used jasmine as testing framework and karma as test runner to perform unit testing and it is written entirely in typescript and meets the es6 specification experience in complete software sdlc which includes requirement coding design analysis testing using agile test driven methodologies 04 2018 08 2017 12 2016 01 2016 02 2014 06 2012 present 03 2018 06 2017 11 2016 09 2015 12 2013
38846,database administrator,,,,itesm,systems engineer in computers,database administrator,t systems,04 10,present,mysql unix linux oracle sql,dogs climbing,itesm systems engineer in computers database administrator t systems mysql unix linux oracle sql dogs climbing 04 10 present
41395,software quality engineer,,,,bachelor s,,software quality engineer front end developer front end developer front end developer front end developer content engineer front end developer,ibm weather channel weather underground ancestry sfgate macys com,02 2016 01 2013 10 2010 02 2010 11 2007 10 2005,present 02 2016 01 2013 09 2010 12 2009 01 2007,api testing testng java jenkins selenium weather underground site testing bug tracking quality assurance cross browser compatibility testing android development weather api api code samples single page applications weather widgets responsive web development client relations html css landing pages user feedback page development html page creation bash and perl scripting page design and redesign web page development design to test to production,api testing testng java jenkins selenium weather underground site testing bug tracking quality assurance cross browser compatibility testing android development weather api api code samples single page applications weather widgets responsive web development client relations html css landing pages user feedback page development html page creation bash and perl scripting page design and redesign web page development design to test to production,bachelor s software quality engineer front end developer front end developer front end developer front end developer content engineer front end developer ibm weather channel weather underground ancestry sfgate macys com api testing testng java jenkins selenium weather underground site testing bug tracking quality assurance cross browser compatibility testing android development weather api api code samples single page applications weather widgets responsive web development client relations html css landing pages user feedback page development html page creation bash and perl scripting page design and redesign web page development design to test to production api testing testng java jenkins selenium weather underground site testing bug tracking quality assurance cross browser compatibility testing android development weather api api code samples single page applications weather widgets responsive web development client relations html css landing pages user feedback page development html page creation bash and perl scripting page design and redesign web page development design to test to production 02 2016 01 2013 10 2010 02 2010 11 2007 10 2005 present 02 2016 01 2013 09 2010 12 2009 01 2007
50879,senior mulesoft developer,,,,bachelor s,,senior mulesoft developer senior mulesoft developer senior muleesbintegration developer muleesb developer java mule esb developer java j2eedeveloper java developer,koch supply trade bayada home health care ups wolters kluwer cybage software private limited 3i infotech,10 2018 2018 09 2017 01 2017 01 2016 2015 03 2011,present 10 2018 03 2018 08 2017 12 2016 12 2015 10 2012,mulesoft runtime any point studio rabbitmq mongo db sql db jenkins apache maven restful web services github azure devops raml cloud hub oauth 2 0 postman jira java j2ee mulesoft runtime any point studio rabbitmq salesforce workbench nexus jenkins apache maven soap webservices github raml filezilla cloud hub oauth 2 0 postman jira docker mule server anypoint studio soapui rest ms sql server 2008 cloud hub raml maven x12 windows 7 data weave restful web services api s jenkins xml jms log4j mule esb any point studio mule server apache active mq ramla java j2ee ms sql server 2008 cloud hub jenkins mule anypoint studio eclipse java xml active mq mule esb server salesforce aws sfdc soap maven jenkins log4j core java j2ee jsp weblogic oracle eclipse ejb session beans entity beans jms xml html java script css ajax svn struts xml qc java servlets jsp ejbs javascript crm ajax soap wsdl xfire struts weblogic oracle sql p lsql toad eclipse html junit ant cruise control qc unix harvest,8years of it java j2ee experience around 4 years of experience on mule esb enterprise edition expertise in developing the integration workflows using an esb framework developed mule esb projects for the services with synchronous and asynchronousmule flows extensively worked on both enterprise and community edition of muleesb had an experience working mule api manager and raml participated in deployment of mule esb applications using cloud hub strong experience in integration usingmule esb in integrating various third party solutions in depth experience in crm business processes like account management case management have been using gof java designed patterns and j2ee design patterns including mvc vo dao business delegates service locator and dto experienced in developingmule esb flows and integrations by using service oriented architecture soa and enterprise application integration eai using mule runtime strong application integration experience usingmule esb with connectors transformations routing activemq jms and rabbitmq data transformations usingmule esb worked on mule flow variables record variables mel mule expression language various connectors like file http oracle database salesforce cxf flow references and exception strategies hands on experience with apex language apex trigger apex class visualforce pages visualforce extensive experience in designing custom formula fields field dependencies validation rules work flows and approval processes for automated alerts field updates and email generation according to application requirements experience in j2ee jdbc servlets hibernate struts springs webservices ejb experience in oops ooad uml concepts use cases class diagrams sequence diagrams deployment diagrams etc expertise with html xml javascript and jsp experience in developing j2ee applications using java development tools such as eclipse netbeans worked in deploying oracle soa suite 11g composite using em console and set of command line tools using scripts experience in administering and maintaining linux servers in production environments extensively experienced in using ide s such as eclipse wsad and eclipse briefly worked on relational database rdbms concepts database designing normalization pl sql stored procedures triggers and with sql server oracle and mysql formulated build and deployment mule projects to cloud hub using maven and using jenkins to deploy the artifacts to cloud hub configured and maintained user security permissions in compliance with organizational needs experience in databases such as sql server oracle and mysql strong knowledge experience working in teams implementing agile methodologies experienced in different ides like eclipse rad and netbeans any point studio and maven for development,bachelor s senior mulesoft developer senior mulesoft developer senior muleesbintegration developer muleesb developer java mule esb developer java j2eedeveloper java developer koch supply trade bayada home health care ups wolters kluwer cybage software private limited 3i infotech mulesoft runtime any point studio rabbitmq mongo db sql db jenkins apache maven restful web services github azure devops raml cloud hub oauth 2 0 postman jira java j2ee mulesoft runtime any point studio rabbitmq salesforce workbench nexus jenkins apache maven soap webservices github raml filezilla cloud hub oauth 2 0 postman jira docker mule server anypoint studio soapui rest ms sql server 2008 cloud hub raml maven x12 windows 7 data weave restful web services api s jenkins xml jms log4j mule esb any point studio mule server apache active mq ramla java j2ee ms sql server 2008 cloud hub jenkins mule anypoint studio eclipse java xml active mq mule esb server salesforce aws sfdc soap maven jenkins log4j core java j2ee jsp weblogic oracle eclipse ejb session beans entity beans jms xml html java script css ajax svn struts xml qc java servlets jsp ejbs javascript crm ajax soap wsdl xfire struts weblogic oracle sql p lsql toad eclipse html junit ant cruise control qc unix harvest 8years of it java j2ee experience around 4 years of experience on mule esb enterprise edition expertise in developing the integration workflows using an esb framework developed mule esb projects for the services with synchronous and asynchronousmule flows extensively worked on both enterprise and community edition of muleesb had an experience working mule api manager and raml participated in deployment of mule esb applications using cloud hub strong experience in integration usingmule esb in integrating various third party solutions in depth experience in crm business processes like account management case management have been using gof java designed patterns and j2ee design patterns including mvc vo dao business delegates service locator and dto experienced in developingmule esb flows and integrations by using service oriented architecture soa and enterprise application integration eai using mule runtime strong application integration experience usingmule esb with connectors transformations routing activemq jms and rabbitmq data transformations usingmule esb worked on mule flow variables record variables mel mule expression language various connectors like file http oracle database salesforce cxf flow references and exception strategies hands on experience with apex language apex trigger apex class visualforce pages visualforce extensive experience in designing custom formula fields field dependencies validation rules work flows and approval processes for automated alerts field updates and email generation according to application requirements experience in j2ee jdbc servlets hibernate struts springs webservices ejb experience in oops ooad uml concepts use cases class diagrams sequence diagrams deployment diagrams etc expertise with html xml javascript and jsp experience in developing j2ee applications using java development tools such as eclipse netbeans worked in deploying oracle soa suite 11g composite using em console and set of command line tools using scripts experience in administering and maintaining linux servers in production environments extensively experienced in using ide s such as eclipse wsad and eclipse briefly worked on relational database rdbms concepts database designing normalization pl sql stored procedures triggers and with sql server oracle and mysql formulated build and deployment mule projects to cloud hub using maven and using jenkins to deploy the artifacts to cloud hub configured and maintained user security permissions in compliance with organizational needs experience in databases such as sql server oracle and mysql strong knowledge experience working in teams implementing agile methodologies experienced in different ides like eclipse rad and netbeans any point studio and maven for development 10 2018 2018 09 2017 01 2017 01 2016 2015 03 2011 present 10 2018 03 2018 08 2017 12 2016 12 2015 10 2012
